imdbID,title,year,released,runtime,genre,director,writer,actors,plot,language,country,metascore,boxOffice,production
tt0005685,The Magic Skin,1915,13 Oct 1915,,"Drama, History",Richard Ridgely,Honoré de Balzac,"Everett Butterfield, Mabel Trunnelle, Bigelow Cooper","Ralph Valentine and his father are musicians of proud and aristocratic ways and are so wrapped up in their art as to be oblivious of their poverty. Their faithful servant, Joseph, has been wont to withhold the threats of debtors from them, but there comes a time, shortly after the father's death, that Ralph must be told the truth. Joseph tells everything and suggests that Ralph accept money that he has saved and go to Paris, where he may show the world his art. Ralph does so and goes to live with the Gardins. His uncle Victor Valentine, wealthy and fond of gay life, invites him to live at his home provided he will leave behind his foolish dreams and fancies. Ralph refuses, preferring to remain where he is. He wins the love of Pauline Gardin and is quite content. Through his Bohemian acquaintances he meets Mme. Flora Margot. This tired, blasé young woman makes a pet of him and enraptured by her dazzling beauty he longs to satisfy her every desire. Attempting to do so, he becomes indebted to impatient creditors, who demand immediate payment or his arrest. Pauline, ignorant of his infatuation with Flora, assists him out of his present difficulties with her own savings. Realizing Flora's fast waning affection, he resolves to regain it by buying a certain antique necklace which he knows she covets. The antique dealer demands an exorbitant price which he is unable to pay. He is further disheartened when one day he finds her in the arms of his uncle, and he rushes forth intent upon suicide. About to throw himself into the river, a vision of Flora appears before him and he resolves to secure the necklace at any cost. The dealer of the antique shop is busy when he enters and Ralph wanders into a room where there are curios upon the walls and tables. Curiously examining the various articles, his hand suddenly touches a secret panel which springs back, revealing a marvelous painting of the Christ. A spiritual influence comes over him, so profound is its impression upon his mind. While awaiting the attendance of the dealer, he becomes greatly interested in a peculiar skin which has writing upon it in Sanskrit. Sitting down he becomes drowsy and falls asleep. The writing changes into English, which reads that the possessor of the skin has only to wish and his wish will be granted, but that with each desire the skin shall grow smaller and the days of the possessor grow less until death is the penalty at the last wish. The dealer approaches and Ralph is amazed to behold him now in the form of a devil. The devil asks if he desires the skin and Ralph, fearfully undecided, suddenly thinks of Flora and agrees to take it. What are his desires and his terrible anguish as the talisman grows smaller have been woven into a story of weird and mystic situations.","None, English",United States,,,
tt0002115,La conspiration des drapeaux,1912,,,,,Abel Gance,,,None,France,,,
tt0011973,Black Beauty,1921,01 Jan 1921,70 min,Drama,David Smith,"Anna Sewell, George Randolph Chester, William B. Courtney","Jean Paige, James Morrison, George Webb","Anna Sewell's ""autobiography"" of a horse named Black Beauty is here expanded to include the adventures of the humans who surround the horse.",None,United States,,,
tt0010608,Quinneys,1919,01 Mar 1919,60 min,"Drama, Romance","Herbert Brenon, Maurice Elvey, Rex Wilson","Roland Pertwee, Horace Annesley Vachell","Henry Ainley, Isobel Elsom, Eric Harrison",An antique dealer's daughter loves a foreman who sells fakes to his ex-partner.,None,United Kingdom,,,
tt0023622,Trouble in Paradise,1932,30 Oct 1932,83 min,"Comedy, Crime, Romance",Ernst Lubitsch,"Samson Raphaelson, Grover Jones, Aladár László","Miriam Hopkins, Kay Francis, Herbert Marshall","High class European thief Gaston Monescu meets his soul mate Lily, a pickpocket masquerading as a countess. The two join forces and come under the employ of Mme. Colet, the beautiful owner of the Colet perfume company. Gaston works as Mme. Colet's personal secretary under the alias Monsieur La Valle. Rumors start to fly as 'M. La Valle' steals Mme. Colet away from her other suitors. When the secret of his true identity catches up to him, Gaston is caught between the two beautiful women.","English, Italian, French, Russian, Spanish, German",United States,,,
tt0020322,Die Regimentstochter,1929,17 Nov 1930,57 min,,Hans Behrendt,Hans H. Zerlett,"Betty Balfour, Alexander D'Arcy, Kurt Gerron","Marie, adopted as a baby by Warrant Officer Guippo, helps a smuggler escape because he saved his life previously. She finds him again in Paris while she is engaged to Count Bertrand.","None, German","Germany, United Kingdom",,,
tt0014720,Black Lightning,1924,03 May 1926,60 min,"Action, Adventure, Drama",James P. Hogan,"Harry Davis, Dorothy Howell","Thunder the Dog, Clara Bow, Harold Austin","Accompanied by Thunder, the dog who rescued him from the firing line in France, World War veteran Ray Chambers goes to the mountains to recover from his war injuries. There he meets Martha Larned, a lonely mountain girl who lives ...","None, English",United States,,,
tt0023875,,,,,,,,,,,,,,
tt0021090,Lord Byron of Broadway,1930,28 Feb 1930,80 min,"Drama, Music, Romance","Harry Beaumont, William Nigh","Nell Martin, Willard Mack, Crane Wilbur","Charles Kaley, Ethelind Terry, Marion Shilling","A tunesmith, a user and an out-and-out heel, puts the stories of his broken romances into song, turning old love letters into lyrics, and capitalizing on the death of his best friend to turn it into the subject of a tear-jerker that turns into a hit.",English,United States,,,
tt0018512,Turkish Delight,1927,11 Nov 1927,60 min,Comedy,Paul Sloane,"Irvin S. Cobb, Tay Garnett, John W. Krafft","Julia Faye, Rudolph Schildkraut, Kenneth Thomson",A New York rug merchant inherits a harem.,None,United States,,,
tt0022791,,,,,,,,,,,,,,
tt0011102,The Deep Purple,1920,02 May 1920,60 min,"Crime, Drama",Raoul Walsh,"Paul Armstrong, Earle Browne, Wilson Mizner","Miriam Cooper, Helen Ware, Vincent Serrano","Two con men, Pop Clark and Harry Leland, take rooms in a small town boardinghouse, where Leland makes love to Doris Moore, a young woman restless to leave her village. Leland convinces Doris to follow the con men to New York City, where she stays in a boardinghouse run by Kate Fallon, a woman with a disreputable past who poses as Leland's aunt. Clark and Leland plan to use Doris to lure young engineer William Lake into a compromising situation, but Kate, who has befriended Doris, tells Lake of the con men's plan, and Lake removes Doris from the clutches of Clark and Leland. Meanwhile, Laylock, a reformed crook and a friend of Kate's, is freed from jail, where he was placed through the contrivance of Clark and Leland, and kills Leland in a pistol duel. Lake persuades his friend, Inspector Bruce, that Leland has committed suicide, and Laylock goes free. Finally, Doris and Lake become engaged.","None, English",United States,,,
tt0009154,The Hell Cat,1918,01 Dec 1918,60 min,Western,Reginald Barker,Willard Mack,"Geraldine Farrar, Tom Santschi, Milton Sills","Pancha O'Brien, the beautiful and spirited daughter of an Irish ranch owner, is loved by two men, Sheriff Jack Webb, whom she loves, and outlaw Jim Dyke, whose attentions she repeatedly rebuffs. Jim and his men attack Pancha's ranch, burning it to the ground and killing her father. The outlaw carries her to his cabin, where Wan-o-mee, his jealous squaw, tries to stab the girl. Pancha explains that she does not love Jim and sends Wan-o-mee to find Sheriff Jack. Stalling for time, Pancha agrees to marry Jim, and the two set out for Cheyenne. Jack and his posse overtake them on the road, but Pancha has already stabbed Jim, and he falls dead at the sheriff's feet. To protect Pancha, Jack claims that he killed the outlaw and then proposes to her.",None,United States,,,
tt0008801,Zhizn trekh dney,1917,,,,Gromov,,"Nikolay Aslanov, Lidiya F. Ryndina, Vladimir Strizhevsky",,None,Russia,,,
tt0005683,Madame de Thebes,1915,23 Aug 1915,68 min,Drama,Mauritz Stiller,"Martin Jørgensen, Louis Levy","Ragna Wettergreen, Nicolai Johannsen, Albin Lavén",King of the gypsies daughter Ayla give birth to a child with a man who does not belong to the tribe. She is cursed by his father and is expelled. A countess adopts the child.,Swedish,Sweden,,,
tt0011972,Bits of Life,1921,26 Sep 1921,60 min,Drama,"James Flood, Marshall Neilan, William J. Scully","Thomas McMorrow, Marshall Neilan, Lucita Squier","Wesley Barry, Rockliffe Fellowes, Lon Chaney","Episode 1: The Bad Samaritan. Tom Levitt, half-breed son of a Chinese and a white woman, is the victim of brutality during his boyhood and becomes a criminal. A friend, released from jail, tells Tom he is going straight and asks for money to leave town; Tom takes a stolen wallet from another boy. After hearing a preacher tell the story of the Good Samaritan, he goes to aid a man who has been assaulted; facing a ten-year sentence for robbery, he reflects on the irony of his downfall. Episode 2: The Man Who Heard Everything. Ed Johnson, who barely makes a living from barbering, is deaf, but he is happy in the belief that the world is good and that he is loved by his wife. Coming into possession of an instrument that restores his hearing, he learns that the persons he has idolized are not to be trusted and that his wife is unfaithful; in despair, he destroys the instrument. Episode 3: Hop. As a boy in China, Chin Gow learns that girl infants are undesirable. When a man, he becomes proprietor of several San Francisco opium dens and weds Toy Sing, who bears him a baby girl. Chin Gow beats his wife and vows to slay the child. His wife's friend brings in a crucifix sent by the priest, and as he nails it to the wall, the spike penetrates the skull of Chin Gow lying in a bunk on the other side of the wall and kills him. Episode 4: The Intrigue. On a yachting tour of the world, Reginald Vandebrook, reaching a foreign country, falls in love with a girl he has never seen before; he hears her called Princess and follows her into a building. There he is surrounded by East Indians who are about to murder him. He awakens to find himself in a dentist's chair having a tooth extracted.","None, English",United States,,,
tt0010607,The Quickening Flame,1919,21 Apr 1919,50 min,Drama,Travers Vale,"Elizabeth R. Carpenter, Giles Warren","Montagu Love, June Elvidge, Mabel Ballin","While traveling in England, American lawyer John Steele falls in love and marries burlesque star Maizie Bell. After interrupting a wild party given by Maizie, John is disillusioned and returns to America. His emotional wounds heal through the help of Hester Blaine, the niece of his law partner Judge Mason. When John reads a newspaper account of Maizie's death in a railroad accident, he marries Hester and they have a son. The death report proves to be false, and Maizie turns up, accompanied by her supposed stepfather Harlon, a handicapped blackmailer, and Yoshida, his Japanese valet. John's bigamy causes Hester to become seriously ill. Maizie's sympathy for John's son causes her to repent, however, and she confesses that she is really the bigamist, having been Harlon's wife all along. Maizie is shot and killed by Harlon, who in turn falls off a cliff and dies. The Steele family is happy once again.",None,United States,,,
tt0023621,Trouble Busters,1933,15 May 1933,55 min,Western,Lewis D. Collins,Oliver Drake,"Jack Hoxie, Lane Chandler, Kaye Edwards","Leaving town with the Sheriff after him, Tex joins up with the Trouble Busters Skinny and Windy. In Placerville he runs into trouble with Bill Jarvis leading to a mad rush to file on oil rich land.",English,United States,,,
tt0020320,Redskin,1929,23 Feb 1929,82 min,"Western, Adventure, Drama",Victor Schertzinger,"Julian Johnson, Elizabeth Pickett","Richard Dix, Julie Carter, Tully Marshall","Wing Foot, son of a Navaho chief, is forced to attend a US Government run Indian school. There he falls in love with the Pueblo Corn Blossom and pledges to marry her. They are separated when she is called home on a pretense and forced to marry a tribe member. Wing Foot soon realizes that he will never be accepted by White society and returns home. After many tribulations, he brings peace between the Navahos and Pueblos and gets to marry Corn Blossom.One of a number of pictures made in the 1920's and 1930's that put a melodramatic story in an exotic setting.Unusual for being sympathetic to the Indians, who are poorly treated by the US Government and by most Whites.Most interesting for showing Navaho and Pueblo costumes and material culture of the time.",English,United States,,,
tt0014719,Black Gold,1924,29 May 1924,50 min,Western,Forrest Sheldon,Forrest Sheldon,"Pete Morrison, Peggy Montgomery, Jack Walters",,"None, English",United States,,,
tt0023874,,,,,,,,,,,,,,
tt0021088,Loose Ends,1930,17 Oct 1930,95 min,"Crime, Drama",Norman Walker,"Dion Titheradge, Norman Walker","Edna Best, Owen Nares, Miles Mander",A girl reporter is blackmailed for learning that a man is a freed murderer.,English,UK,,,
tt0018511,Tumbling River,1927,21 Aug 1927,50 min,Western,Lewis Seiler,"J.E. Grinstead, Jack Jungmeyer","Tom Mix, Dorothy Dwan, William Conklin",Tom Gier (Tom Mix) tries to recover his stolen horses from rustlers and while trailing them he saves Edna Barton (Dorothy Dwan) from the gang and then ends up saving her from a fast moving river while breaking up the gang.,English,United States,,,
tt0022789,Crooner,1932,20 Aug 1932,68 min,"Comedy, Drama, Music",Lloyd Bacon,"Charles Kenyon, Rian James","David Manners, Ann Dvorak, Ken Murray","Hard luck follows Ted Taylor and his band, going to various auditions and tryouts, until he has to replace their tenor. To amplify his soft voice, he uses a megaphone, and it's instantly catnip to feminine ears. His employer, nightclub owner Nick Meyer, gives him a contract as his popularity rises. When it's up, and a better one's offered, publicity agent Peter Sturgis intervenes and gets him better deals, including making records and guesting top radio programs. Soon, it all goes to Taylor's head and he treats his band mates badly, as well as his girl, Judy Mason. After being caught by the tabloids spending time with a socialite, Judy dumps him. This leads to a downward spiral for Taylor, who gets into a drunken brawl, punching out a one-legged war veteran. He's ruined, brought down to being a sax player in a crummy restaurant band. humbled, he wishes Judy and Sturgis well for their upcoming marriage, but at the last second, Sturgis bows out.",English,United States,,,
tt0011101,Death Valley Kid,1920,,,Western,,,Jack Hoxie,,,USA,,,
tt0009153,Hell Bent,1918,06 Jul 1918,53 min,Western,John Ford,"John Ford, Harry Carey, Eugene B. Lewis","Harry Carey, Duke R. Lee, Neva Gerber",A cowboy must save his girlfriend from captivity and then cross the desert on foot with a single waterhole on the way.,English,United States,,,
tt0005682,Madame Butterfly,1915,07 Nov 1915,61 min,Drama,Sidney Olcott,John Luther Long,"Mary Pickford, Marshall Neilan, Olive West","Cho-Cho-San, a maiden of the Flowery Kingdom, has been wed to Lieut. Pinkerton, an American naval officer. Two months after the wedding Pinkerton sails away, promising his wife, ""Madame Butterfly,"" as he calls her, to return when ""the robins nest again."" To the officer the marriage has been but a love affair of the moment to be forgotten with his departure. But to Madame Butterfly it was a real and lasting compact. In her loving, trusting heart she had no doubt that he would return. So in the little house at the foot of the hill where their joyous honeymoon had been spent, she waited for him to come back to her. A baby was born and the mother thought with happy anticipation of the time when her husband would see his child. Two years pass and still the little wife is waiting, waiting for ""the robins to nest again."" She is deaf to the proposals of the wealthy Yamadori, an Americanized Japanese, who would marry her though the people about her, even her own parents, look upon her as an outcast. So when the American consul comes to her to tell her that Lieut. Pinkerton, whose ship is due to arrive soon, has taken an American wife, the sweetheart of his youth, the ingenuous faith of Madame Butterfly so touches him that he cannot perform his task. But Cho-Cho-San learns that the ship is due and joyfully makes the home ready for its lord and master. Night comes and the lamps are lit. The servant and the baby fall asleep, but Madame Butterfly continues her vigil, while the lights, like her hopes, die out and only one remains when morning comes. Then she goes to her bedroom and Pinkerton and the consul enter. As Madame Butterfly returns to the room with the baby, the lieutenant is overcome with pity and withdraws unobserved. The consul then tells her the sad truth and gives her money given to him for her by her husband. The girl sinks grief-stricken to the floor. Pinkerton's American wife enters and tries to comfort her, but Madame Butterfly gives her the lieutenant's money, bidding her return later. Then, drawing the curtains, she prepares for suicide. She has taken the sword of her father from the wall and is about to plunge it into her breast when her baby toddles over to her. Lest the child should see, she blindfolds its eyes and returns behind the curtain. Then Madame Butterfly staggers forth, a cloth about her bleeding throat. She has clasped the child to her breast as Pinkerton enters and embraces the dying girl whose face is illuminated with infinite happiness.","None, English",United States,,,
tt0004636,St. Elmo,1914,15 May 1914,,Drama,J. Gordon Edwards,"William Jossey, Augusta Jane Evans Wilson","William Jossey, Mollie McConnell, Madeline Pardee","After a love triangle results death, St. Elmo falls from grace and is eventually redeemed in this now lost silent film based on the best selling novel by Augusta Jane Wilson.","None, English",United States,,,
tt0011971,Bilet Ferat,1921,,,Comedy,Nitish Chandra Lahiri,Nitish Chandra Lahiri,"Dhirendranath Ganguly, Manmatha Pal, Kunjalal Chakraborty","This famous satire contrasts conservative Bengali culture with that of the colonial elite. It is the story of a young Indian who returns to his native land after a long absence. He is so mightily impressed with his foreign training that, at his parental home, he startles everybody with his quixotic notions of love and matrimony.",None,India,,,
